-52.485,-33.597,1.0284
-55.355,-34.935,-3.063
-38.464,9.9269,-31.97
-57.998,-8.8426,-21.322
-58.331,-46.849,-9.5883
-54.415,-21.978,-26.78
-40.894,-21.64,-27.408
-46.895,-42.993,-18.943
-55.13,-57.606,0.37968
-44.894,-63.909,-7.8899
-53.538,-46.84,10.499
-48.707,-59.534,11.82
-43.432,-69.484,18.517
-16.332,-69.39,30.215
-37.315,-81.249,24.964
-40.035,-48.555,43.359
-30.537,-64.639,42.728
-29.168,-75.56,29.291
-59.493,-22.669,26.446
-56.782,-37.167,33.993
-48.461,-53.139,41.481
-47.511,-59.518,24.74
-40.439,-70.067,38.163
-17.36,-81.933,40.353
-19.862,-51.385,-6.6894
-27.273,-60.393,-9.5503
-29.555,-35.476,-14.36
-44.086,-78.501,1.5591
-46.248,-66.933,1.9679
-33.388,-85.685,14.047
-42.881,-78.267,12.817
-26.407,-53.007,-6.619
-9.0513,-51.308,36.445
-5.5546,-38.167,41.448
-31.282,-52.006,-17.361
-4.1702,21.305,-13.357
-6.1913,35.064,-12.559
-13.178,12.16,-18.645
-38.79,-10.252,-5.9739
-36.022,-14.072,12.996
-35.849,26.147,3.7516
-21.759,59.099,6.8376
-42.23,43.716,1.7399
-38.607,-1.4741,-41.313
-44.63,-16.535,3.945
-44.925,-27.956,9.0335
-61.04,-23.408,7.2934
-52.944,-10.736,-14.861
-60.521,-29.197,-15.067
-43.93,-2.923,-12.926
-7.7659,30.1,28.317
-5.4662,36.369,15.441
14.144,-77.981,3.629
45.444,-63.212,6.0541
17.939,-74.898,30.883
13.752,-77.439,5.1348
20.111,-83.975,7.1347
29.513,-81.01,-0.37854
31.022,-73.345,-12.12
28.984,-17.312,53.777
37.534,-21.33,52.237
41.798,-1.6572,49.828
46.101,3.7657,36.084
47.451,2.2759,44.366
20.335,-85.778,28.486
6.3349,-34.024,21.107
12.384,-68.293,38.797
27.635,-78.988,32.813
26.91,-69.721,39.412
41.157,-54.679,-17.072
31.002,-75.586,22.552
40.765,-79.628,5.3105
43.937,-79.367,-3.5339
39.7,-79.643,-10.792
46.294,-67.256,9.1288
45.45,-21.381,9.7809
60.694,-37.393,24.635
8.8677,15.811,62.498
7.0466,-51.833,50.362
57.009,-42.263,19.671
8.0223,-64.926,51.929
5.7221,-61.697,37.554
12.342,-55.328,14.802
3.4366,-22.25,36.706
5.3112,-52.125,19.55
4.2319,-39.073,31.402
9.0649,-44.486,33.548
7.2809,-37.75,63.584
12.292,-37.26,50.96
10.28,-30.004,42.832
13.527,-43.628,68.809
7.765,-15.843,50.43
8.7402,-3.4687,45.124
20.572,-48.751,65.193
6.5615,4.157,57.616
17.204,4.078,65.436
10.43,-57.03,60.44
15.477,-67.222,55.745
32.577,-45.049,59.744
28.648,-54.459,53.847
21.52,-58.473,60.563
25.409,-63.802,49.19
43.359,-23.453,54.905
37.793,-30.659,51.769
33.841,-20.185,45.37
34.755,-11.597,61.795
14.937,-11.843,67.592
57.474,4.3907,29.644
4.326,-4.0046,39.106
3.9498,8.0903,28.647
4.8492,15.3,33.235
9.0853,13.388,39.382
6.2825,39.18,-0.47948
8.5186,39.133,25.446
5.9001,28.793,46.175
8.9328,48.171,-1.17
7.1826,50.997,-7.7853
33.609,33.471,-13.014
37.461,17.643,46.447
23.637,28.783,44.646
7.7526,52.139,20.716
12.292,38.669,48.602
18.683,47.567,34.851
10.267,64.429,7.9862
41.387,18.064,36.227
51.198,19.084,11.386
51.003,28.887,4.6687
45.324,33.848,-10.846
36.577,50.785,-6.5642
52.104,9.4499,16.445
43.493,16.302,26.016
42.365,8.4766,29.461
45.538,26.843,20.926
45.555,37.889,8.045
42.412,33.158,26.141
33.986,37.603,29.693
37.358,50.134,10.599
27.793,48.007,22.88
17.789,58.842,21.387
4.7918,50.638,-15.56
23.472,59.783,-5.9769
13.011,60.423,-14.076
25.394,47.446,-14.167
22.288,28.85,-17.564
9.8251,33.716,-22.607
31.364,22.728,-17.275
32.743,-53.284,46.696
26.978,-0.61887,54.543
32.354,11.045,53.137
20.003,19.844,57.035
55.89,-0.26132,10.303
57.341,-11.25,15.179
45.602,-19.628,18.487
39.614,-14.331,17.781
39.83,-18.813,1.152
43.992,-30.212,18.576
51.389,-27.766,23.12
39.545,-1.1791,-3.4057
51.928,1.8837,-5.3936
38.995,15.176,6.7971
38.98,9.462,0.34754
31.572,5.8849,-17.825
33.977,24.397,-3.9115
33.396,12.815,-13.234
48.187,4.3325,4.8871
36.051,6.9513,10.376
41.142,-1.8966,13.797
54.526,-23.086,39.589
39.032,-38.781,45.277
21.422,-12.857,-27.865
18.546,-31.338,-9.3382
28.733,-22.963,-15.246
19.912,-47.92,1.3714
30.413,-9.4587,-32.343
50.418,12.718,-18.245
58.698,-18.973,8.4138
60.564,-16.77,-0.90354
22.108,-32.884,-16.256
32.672,-35.778,-16.247
51.913,-4.4678,-14.103
50.331,-28.565,-1.1496
59.025,-32.259,-2.5776
38.805,11.607,-32.757
59.752,-6.4342,-22.039
59.87,-43.682,-9.1741
55.085,-18.815,-27.13
42.055,-21.063,-27.512
48.925,-41.011,-18.598
57.269,-52.509,-1.0941
47.329,-60.93,-8.9477
53.602,-42.22,10.997
51.849,-55.127,9.0844
46.009,-62.676,16.884
20.086,-66.468,31.624
42.619,-75.611,24.518
43.156,-44.093,44.71
35.895,-61.787,42.904
34.494,-71.976,30.504
60.65,-18.345,26.386
58.427,-31.343,35.352
51.278,-47.576,41.146
50.39,-56.501,25.324
45.716,-64.015,37.827
22.486,-78.631,42.69
19.609,-51.503,-7.2718
28.805,-58.315,-9.7502
30.526,-32.654,-15.657
46.704,-73.171,0.074532
48.109,-62.727,-1.0749
35.936,-80.816,15.033
45.57,-73.199,11.61
27.649,-51.674,-7.2185
9.9938,-51.564,36.839
7.6792,-41.211,40.878
31.424,-47.94,-17.546
3.6699,19.552,-12.505
5.1778,35.087,-13.012
14.562,12.572,-18.159
39.343,-7.0222,-7.6166
37.272,-11.408,12.881
39.878,26.542,3.7211
24.501,58.596,5.5449
43.467,45.164,-1.5709
37.786,-1.4972,-41.876
45.16,-16.037,4.9705
50.583,-24.214,10.261
63.781,-18.184,6.5012
54.54,-10.897,-14.908
62.382,-27.174,-14.447
44.508,-1.541,-12.895
9.0554,28.625,29.983
5.4978,34.342,16.868
